source,target,value,genre
unknown_gender,1 albums,3,Cabaret
unknown_gender,1 albums,1,Canterbury
unknown_gender,1 albums,8,Celtic
unknown_gender,1 albums,2,Celtic Punk
unknown_gender,1 albums,5,Celtic Rock
unknown_gender,1 albums,1,Chamber Music
unknown_gender,1 albums,14,Chanson
unknown_gender,1 albums,17,Children&apos;s Music
unknown_gender,1 albums,1,Children&apos;s Music&#x200E;
unknown_gender,1 albums,1,Chill-out
unknown_gender,1 albums,2,Chillwave
unknown_gender,1 albums,5,Chiptune
unknown_gender,1 albums,1,Choral
unknown_gender,1 albums,37,Christian
unknown_gender,1 albums,2,Christian Hardcore
unknown_gender,1 albums,2,Christian Hip Hop
unknown_gender,1 albums,14,Christian Metal
unknown_gender,1 albums,1,Christian Punk
unknown_gender,1 albums,48,Christian Rock
unknown_gender,1 albums,90,Christmas
unknown_gender,1 albums,2,Classic Pop
unknown_gender,1 albums,10,Classic Rock
unknown_gender,1 albums,8,Classical
unknown_gender,1 albums,26,Comedy
unknown_gender,1 albums,6,Comedy Rock
unknown_gender,1 albums,27,Contemporary Christian
unknown_gender,1 albums,3,Contemporary R&amp;B
unknown_gender,1 albums,76,Country
unknown_gender,1 albums,1,Country Blues
unknown_gender,1 albums,1,Country Pop
unknown_gender,1 albums,21,Country Rock
unknown_gender,1 albums,3,Cowpunk
unknown_gender,1 albums,1,Crack Rock Steady
unknown_gender,1 albums,2,Crossover
unknown_gender,1 albums,1,Crunk
unknown_gender,1 albums,1,Crunkcore
unknown_gender,1 albums,2,Crust Punk
unknown_gender,1 albums,2,Cumbia
unknown_gender,1 albums,45,Dance
unknown_gender,1 albums,8,Dance Punk
unknown_gender,1 albums,14,Dance-Pop
unknown_gender,1 albums,2,Dance-Rock
unknown_gender,1 albums,5,Dancehall
unknown_gender,1 albums,2,Dark Ambient
unknown_gender,1 albums,5,Dark Electro
unknown_gender,1 albums,4,Dark Metal
unknown_gender,1 albums,2,Dark Rock
unknown_gender,1 albums,16,Dark Wave
unknown_gender,1 albums,1,Death  Metal
unknown_gender,1 albums,1,Death &apos;n&apos; Roll
unknown_gender,1 albums,99,Death Metal
unknown_gender,1 albums,33,Deathcore
unknown_gender,1 albums,1,Deathrock
unknown_gender,1 albums,6,Deep House
unknown_gender,1 albums,3,Deutschpunk
unknown_gender,1 albums,9,Deutschrock
unknown_gender,1 albums,1,Digital Hardcore
unknown_gender,1 albums,29,Disco
unknown_gender,1 albums,1,Disco House
unknown_gender,1 albums,3,Djent
unknown_gender,1 albums,3,Doo-wop
unknown_gender,1 albums,53,Doom Metal
unknown_gender,1 albums,8,Downtempo
unknown_gender,1 albums,12,Dream Pop
unknown_gender,1 albums,1,Drone Music
unknown_gender,1 albums,3,Drum And Bass
unknown_gender,1 albums,5,Dub
unknown_gender,1 albums,13,Dubstep
unknown_gender,1 albums,28,EBM
unknown_gender,1 albums,5,EDM
unknown_gender,1 albums,5,East Coast Hip Hop
unknown_gender,1 albums,4,Easy Listening
unknown_gender,1 albums,30,Electro
unknown_gender,1 albums,4,Electro House
unknown_gender,1 albums,2,Electro Swing
unknown_gender,1 albums,3,Electro-Industrial
unknown_gender,1 albums,4,Electroclash
unknown_gender,1 albums,183,Electronic
unknown_gender,1 albums,30,Electronic Rock
unknown_gender,1 albums,1,Electronic&#x200E;
unknown_gender,1 albums,58,Electronica
unknown_gender,1 albums,8,Electronicore
unknown_gender,1 albums,25,Electropop
unknown_gender,1 albums,5,Electropunk
unknown_gender,1 albums,47,Emo
unknown_gender,1 albums,1,Eurobeat
unknown_gender,1 albums,22,Eurodance
unknown_gender,1 albums,13,Europop
unknown_gender,1 albums,33,Experimental
unknown_gender,1 albums,2,Experimental Hip Hop
unknown_gender,1 albums,1,Experimental Pop
unknown_gender,1 albums,42,Experimental Rock
unknown_gender,1 albums,2,Extreme Metal
unknown_gender,1 albums,2,Fado
unknown_gender,1 albums,2,Filk
unknown_gender,1 albums,120,Folk
unknown_gender,1 albums,20,Folk Metal
unknown_gender,1 albums,6,Folk Punk
unknown_gender,1 albums,104,Folk Rock
unknown_gender,1 albums,1,Forr&#xF3;
unknown_gender,1 albums,2,Francophone
unknown_gender,1 albums,41,Freestyle
unknown_gender,1 albums,1,French House
unknown_gender,1 albums,2,French Pop
unknown_gender,1 albums,37,Funk
unknown_gender,1 albums,3,Funk Melody
unknown_gender,1 albums,10,Funk Metal
unknown_gender,1 albums,9,Funk Rock
unknown_gender,1 albums,5,Futurepop
unknown_gender,1 albums,8,Gangsta Rap
unknown_gender,1 albums,4,Garage Punk
unknown_gender,1 albums,37,Garage Rock
unknown_gender,1 albums,21,Glam Metal
unknown_gender,1 albums,12,Glam Rock
unknown_gender,1 albums,1,Glitch
unknown_gender,1 albums,1,Glitch Hop
unknown_gender,1 albums,1,Goa Trance
unknown_gender,1 albums,2,Goregrind
unknown_gender,1 albums,18,Gospel
unknown_gender,1 albums,16,Gothic
unknown_gender,1 albums,32,Gothic Metal
unknown_gender,1 albums,31,Gothic Rock
unknown_gender,1 albums,1,Gothic Rock&#x200F;&#x200E;
unknown_gender,1 albums,30,Grindcore
unknown_gender,1 albums,18,Groove Metal
unknown_gender,1 albums,15,Grunge
unknown_gender,1 albums,1,Gypsy Jazz
unknown_gender,1 albums,171,Hard Rock
unknown_gender,1 albums,3,Hardcore Hip Hop
unknown_gender,1 albums,93,Hardcore Punk
unknown_gender,1 albums,1,Hardstyle
unknown_gender,1 albums,1,Harmonica Blues
unknown_gender,1 albums,1,Hatecore
unknown_gender,1 albums,250,Heavy Metal
unknown_gender,1 albums,252,Hip Hop
unknown_gender,1 albums,1,Hip House
unknown_gender,1 albums,7,Horror Punk
unknown_gender,1 albums,1,Horror Punk&#x200F;&#x200E;
unknown_gender,1 albums,6,Horrorcore
unknown_gender,1 albums,34,House
unknown_gender,1 albums,2,IDM
unknown_gender,1 albums,93,Indie
unknown_gender,1 albums,33,Indie Folk
unknown_gender,1 albums,155,Indie Pop
unknown_gender,1 albums,370,Indie Rock
unknown_gender,1 albums,5,Indietronica
unknown_gender,1 albums,51,Industrial
unknown_gender,1 albums,32,Industrial Metal
unknown_gender,1 albums,30,Industrial Rock
unknown_gender,1 albums,1,Irish Folk
unknown_gender,1 albums,2,Italian Folk
unknown_gender,1 albums,5,Italo Disco
unknown_gender,1 albums,26,J-Pop
unknown_gender,1 albums,1,J-Rap
unknown_gender,1 albums,3,J-Rock
unknown_gender,1 albums,1,Jam Band
unknown_gender,1 albums,2,Jangle Pop
unknown_gender,1 albums,34,Jazz
unknown_gender,1 albums,8,Jazz Fusion
unknown_gender,1 albums,1,Jazz-Funk
unknown_gender,1 albums,3,Jovem Guarda
unknown_gender,1 albums,9,K-Pop
unknown_gender,1 albums,2,Klezmer
unknown_gender,1 albums,4,Krautrock
unknown_gender,1 albums,24,Latin
unknown_gender,1 albums,19,Latin Pop
unknown_gender,1 albums,7,Latin Rock
unknown_gender,1 albums,8,Lo-Fi
unknown_gender,1 albums,1,Lounge Music
unknown_gender,1 albums,1,M&#xFA;sica Popular Portuguesa
unknown_gender,1 albums,22,MPB
unknown_gender,1 albums,1,Martial Industrial
unknown_gender,1 albums,3,Mashup
unknown_gender,1 albums,6,Math Rock
unknown_gender,1 albums,4,Mathcore
unknown_gender,1 albums,6,Medieval
unknown_gender,1 albums,1,Medieval Folk Rock
unknown_gender,1 albums,59,Melodic Death Metal
unknown_gender,1 albums,10,Melodic Hardcore
unknown_gender,1 albums,10,Melodic Metalcore
unknown_gender,1 albums,2,Merengue
unknown_gender,1 albums,108,Metalcore
unknown_gender,1 albums,1,Midwest Rap
unknown_gender,1 albums,1,Mixed
unknown_gender,1 albums,4,Modern Classical
unknown_gender,1 albums,3,Modern Rock
unknown_gender,1 albums,6,Musical
unknown_gender,1 albums,4,NWOBHM
unknown_gender,1 albums,1,Native American
unknown_gender,1 albums,3,Neo Soul
unknown_gender,1 albums,5,Neo-Progressive Rock
unknown_gender,1 albums,4,Neo-Psychedelia
unknown_gender,1 albums,1,Neoclassical
unknown_gender,1 albums,16,Neofolk
unknown_gender,1 albums,3,Nerdcore Hip Hop
unknown_gender,1 albums,4,Neue Deutsche H&#xE4;rte
unknown_gender,1 albums,1,Neue Deutsche Todeskunst
unknown_gender,1 albums,2,Neue Deutsche Welle
unknown_gender,1 albums,4,New Age
unknown_gender,1 albums,5,New Jack Swing
unknown_gender,1 albums,2,New Rave
unknown_gender,1 albums,80,New Wave
unknown_gender,1 albums,2,Nintendocore
unknown_gender,1 albums,2,Noise
unknown_gender,1 albums,3,Noise Pop
unknown_gender,1 albums,8,Noise Rock
unknown_gender,1 albums,1,Norte&#xF1;o
unknown_gender,1 albums,1,Novelty
unknown_gender,1 albums,42,Nu Metal
unknown_gender,1 albums,1,Nu-Disco
unknown_gender,1 albums,6,Oi-Punk
unknown_gender,1 albums,1,Orchestral
unknown_gender,1 albums,11,Pagan Metal
unknown_gender,1 albums,1,Pagan Metal&#x200E;
unknown_gender,1 albums,3,Pagode
unknown_gender,1 albums,2,Parody
unknown_gender,1 albums,1,Piano Rock
unknown_gender,1 albums,388,Pop
unknown_gender,1 albums,65,Pop Punk
unknown_gender,1 albums,208,Pop Rock
unknown_gender,1 albums,1,Pop-Folk
unknown_gender,1 albums,2,Pop-Rap
unknown_gender,1 albums,17,Post-Grunge
unknown_gender,1 albums,83,Post-Hardcore
unknown_gender,1 albums,5,Post-Metal
unknown_gender,1 albums,43,Post-Punk
unknown_gender,1 albums,10,Post-Punk Revival
unknown_gender,1 albums,15,Post-Rock
unknown_gender,1 albums,54,Power Metal
unknown_gender,1 albums,35,Power Pop
unknown_gender,1 albums,2,Powerviolence
unknown_gender,1 albums,1,Progressive  Rock
unknown_gender,1 albums,6,Progressive Death Metal
unknown_gender,1 albums,5,Progressive Folk
unknown_gender,1 albums,3,Progressive House
unknown_gender,1 albums,102,Progressive Metal
unknown_gender,1 albums,151,Progressive Rock
unknown_gender,1 albums,1,Progressive Rock&#x200E;
unknown_gender,1 albums,1,Progressive Rock&#x200F;&#x200E;
unknown_gender,1 albums,1,Progressive Trance
unknown_gender,1 albums,4,Protest Song
unknown_gender,1 albums,1,Protopunk
unknown_gender,1 albums,4,Psych Folk
unknown_gender,1 albums,4,Psychedelic
unknown_gender,1 albums,4,Psychedelic Folk
unknown_gender,1 albums,9,Psychedelic Pop
unknown_gender,1 albums,36,Psychedelic Rock
unknown_gender,1 albums,1,Psychedelic Rock&#x200E;
unknown_gender,1 albums,6,Psychobilly
unknown_gender,1 albums,2,Pub Rock
unknown_gender,1 albums,3,Punk Blues
unknown_gender,1 albums,1,Punk Cabaret
unknown_gender,1 albums,245,Punk Rock
unknown_gender,1 albums,1,Punkabilly
unknown_gender,1 albums,71,R&amp;B
unknown_gender,1 albums,1,Ragtime
unknown_gender,1 albums,1,Ranchera
unknown_gender,1 albums,1,Rap  Metal
unknown_gender,1 albums,4,Rap Metal
unknown_gender,1 albums,7,Rap Rock
unknown_gender,1 albums,10,Rapcore
unknown_gender,1 albums,1,Rave
unknown_gender,1 albums,39,Reggae
unknown_gender,1 albums,1,Reggae Fusion
unknown_gender,1 albums,5,Reggaeton
unknown_gender,1 albums,3,Regional Mexican
unknown_gender,1 albums,2,Religious
unknown_gender,1 albums,5,Riot Grrrl
unknown_gender,1 albums,693,Rock
unknown_gender,1 albums,11,Rock &apos;N&apos; Roll
unknown_gender,1 albums,1,Rock &apos;N&apos; Roll&#x200E;
unknown_gender,1 albums,2,Rock Against Communism
unknown_gender,1 albums,1,Rock Opera
unknown_gender,1 albums,1,Rock en Espa&#xF1;ol
unknown_gender,1 albums,5,Rockabilly
unknown_gender,1 albums,3,Roots
unknown_gender,1 albums,2,Roots Rock
unknown_gender,1 albums,1,Rumba
unknown_gender,1 albums,4,Samba
unknown_gender,1 albums,1,Samba-Can&#xE7;&#xE3;o
unknown_gender,1 albums,10,Schlager
unknown_gender,1 albums,12,Screamo
unknown_gender,1 albums,15,Sertanejo
unknown_gender,1 albums,11,Shoegazing
unknown_gender,1 albums,1,Shoegazing&#x200F;&#x200E;
unknown_gender,1 albums,16,Singer-Songwriter
unknown_gender,1 albums,29,Ska
unknown_gender,1 albums,15,Ska Punk
unknown_gender,1 albums,4,Skate Punk
unknown_gender,1 albums,1,Skiffle
unknown_gender,1 albums,2,Slowcore
unknown_gender,1 albums,13,Sludge Metal
unknown_gender,1 albums,1,Soca
unknown_gender,1 albums,14,Soft Rock
unknown_gender,1 albums,41,Soul
unknown_gender,1 albums,18,Soundtrack
unknown_gender,1 albums,1,Soundtrack/Musical
unknown_gender,1 albums,1,Southern Gospel
unknown_gender,1 albums,10,Southern Hip Hop
unknown_gender,1 albums,17,Southern Rock
unknown_gender,1 albums,12,Space Rock
unknown_gender,1 albums,11,Speed Metal
unknown_gender,1 albums,3,Spoken Word
unknown_gender,1 albums,4,Steampunk
unknown_gender,1 albums,16,Stoner Rock
unknown_gender,1 albums,2,Street Punk
unknown_gender,1 albums,1,Sunshine Pop
unknown_gender,1 albums,1,Surf
unknown_gender,1 albums,4,Surf Rock
unknown_gender,1 albums,1,Swamp Blues
unknown_gender,1 albums,5,Swing
unknown_gender,1 albums,1,Swiss Rock
unknown_gender,1 albums,7,Symphonic Black Metal
unknown_gender,1 albums,32,Symphonic Metal
unknown_gender,1 albums,2,Symphonic Metal&#x200E;
unknown_gender,1 albums,14,Symphonic Rock
unknown_gender,1 albums,98,Synthpop
unknown_gender,1 albums,1,Tech House
unknown_gender,1 albums,11,Technical Death Metal
unknown_gender,1 albums,9,Techno
unknown_gender,1 albums,4,Teen Pop
unknown_gender,1 albums,1,Tejano
unknown_gender,1 albums,67,Thrash Metal
unknown_gender,1 albums,3,Thrashcore
unknown_gender,1 albums,16,Trance
unknown_gender,1 albums,2,Trap
unknown_gender,1 albums,17,Trip Hop
unknown_gender,1 albums,1,Tropicalismo
unknown_gender,1 albums,6,Underground Hip Hop
unknown_gender,1 albums,1,Vaudeville
unknown_gender,1 albums,4,Viking Metal
unknown_gender,1 albums,1,Visual Kei&#x200E;
unknown_gender,1 albums,3,Vocal
unknown_gender,1 albums,1,Vocal Jazz
unknown_gender,1 albums,2,Vocal Trance
unknown_gender,1 albums,3,Volkslied
unknown_gender,1 albums,2,West Coast Hip Hop
unknown_gender,1 albums,20,World Music
unknown_gender,1 albums,29,Worship
unknown_gender,1 albums,40186,unknown_genre
unknown_gender,10+ albums,1,A Cappella
unknown_gender,10+ albums,1,Adult Alternative
unknown_gender,10+ albums,1,Alpine New Wave
unknown_gender,10+ albums,3,Alternative Country
unknown_gender,10+ albums,1,Alternative Metal
unknown_gender,10+ albums,46,Alternative Rock
unknown_gender,10+ albums,2,Ambient
unknown_gender,10+ albums,1,Anarcho-Punk
unknown_gender,10+ albums,1,Andalusian Rock
unknown_gender,10+ albums,1,Art Rock
unknown_gender,10+ albums,1,Austropop
unknown_gender,10+ albums,4,Avant-garde
unknown_gender,10+ albums,4,Ax&#xE9;
unknown_gender,10+ albums,1,Baroque Pop
unknown_gender,10+ albums,10,Black Metal
unknown_gender,10+ albums,4,Blues
unknown_gender,10+ albums,4,Blues Rock
unknown_gender,10+ albums,1,Bolero
unknown_gender,10+ albums,3,Brazilian Rock
unknown_gender,10+ albums,2,Britpop
unknown_gender,10+ albums,4,Celtic
unknown_gender,10+ albums,1,Celtic Rock
unknown_gender,10+ albums,1,Chanson
unknown_gender,10+ albums,4,Children&apos;s Music
unknown_gender,10+ albums,1,Christian
unknown_gender,10+ albums,6,Christian Rock
unknown_gender,10+ albums,7,Contemporary Christian
unknown_gender,10+ albums,15,Country
unknown_gender,10+ albums,5,Country Rock
unknown_gender,10+ albums,1,Cumbia
unknown_gender,10+ albums,1,Dance
unknown_gender,10+ albums,5,Dark Wave
unknown_gender,10+ albums,13,Death Metal
unknown_gender,10+ albums,1,Deutschrock
unknown_gender,10+ albums,5,Doom Metal
unknown_gender,10+ albums,2,Dream Pop
unknown_gender,10+ albums,7,EBM
unknown_gender,10+ albums,1,Electronic
unknown_gender,10+ albums,2,Electronica
unknown_gender,10+ albums,1,Electropop
unknown_gender,10+ albums,1,Eurodance
unknown_gender,10+ albums,1,Experimental
unknown_gender,10+ albums,1,Experimental Rock
unknown_gender,10+ albums,1,Flamenco
unknown_gender,10+ albums,19,Folk
unknown_gender,10+ albums,4,Folk Metal
unknown_gender,10+ albums,9,Folk Rock
unknown_gender,10+ albums,6,Funk
unknown_gender,10+ albums,1,Gangsta Rap
unknown_gender,10+ albums,2,Glam Metal
unknown_gender,10+ albums,2,Gospel
unknown_gender,10+ albums,3,Gothic Metal
unknown_gender,10+ albums,7,Gothic Rock
unknown_gender,10+ albums,1,Gregorian Chant
unknown_gender,10+ albums,2,Grindcore
unknown_gender,10+ albums,1,Grunge
unknown_gender,10+ albums,37,Hard Rock
unknown_gender,10+ albums,1,Hardcore Punk
unknown_gender,10+ albums,34,Heavy Metal
unknown_gender,10+ albums,8,Hip Hop
unknown_gender,10+ albums,2,Horrorcore
unknown_gender,10+ albums,1,Humppa&#x200E;
unknown_gender,10+ albums,2,Indie
unknown_gender,10+ albums,8,Indie Pop
unknown_gender,10+ albums,27,Indie Rock
unknown_gender,10+ albums,11,Industrial
unknown_gender,10+ albums,2,Industrial Metal
unknown_gender,10+ albums,4,Industrial Rock
unknown_gender,10+ albums,1,Instrumental Rock
unknown_gender,10+ albums,2,Irish Folk
unknown_gender,10+ albums,7,J-Pop
unknown_gender,10+ albums,5,J-Rock
unknown_gender,10+ albums,3,Jazz
unknown_gender,10+ albums,3,Jazz Fusion
unknown_gender,10+ albums,1,Krautrock
unknown_gender,10+ albums,2,Latin
unknown_gender,10+ albums,5,Latin Pop
unknown_gender,10+ albums,1,Latin Rock
unknown_gender,10+ albums,1,Lo-Fi
unknown_gender,10+ albums,1,MPB
unknown_gender,10+ albums,1,Medieval
unknown_gender,10+ albums,4,Melodic Death Metal
unknown_gender,10+ albums,2,Metalcore
unknown_gender,10+ albums,1,Modern Classical
unknown_gender,10+ albums,2,Nederpop
unknown_gender,10+ albums,1,Neoclassical
unknown_gender,10+ albums,2,Neofolk
unknown_gender,10+ albums,1,Neue Deutsche H&#xE4;rte
unknown_gender,10+ albums,5,New Wave
unknown_gender,10+ albums,3,Noise Rock
unknown_gender,10+ albums,2,Norte&#xF1;o
unknown_gender,10+ albums,1,Norte&#xF1;o&#x200E;
unknown_gender,10+ albums,1,Orchestral
unknown_gender,10+ albums,1,Parody
unknown_gender,10+ albums,39,Pop
unknown_gender,10+ albums,1,Pop Punk
unknown_gender,10+ albums,15,Pop Rock
unknown_gender,10+ albums,1,Post-Hardcore
unknown_gender,10+ albums,4,Post-Punk
unknown_gender,10+ albums,3,Post-Rock
unknown_gender,10+ albums,17,Power Metal
unknown_gender,10+ albums,1,Power Pop
unknown_gender,10+ albums,8,Progressive Metal
unknown_gender,10+ albums,38,Progressive Rock
unknown_gender,10+ albums,1,Psych Folk
unknown_gender,10+ albums,3,Psychobilly
unknown_gender,10+ albums,47,Punk Rock
unknown_gender,10+ albums,11,R&amp;B
unknown_gender,10+ albums,1,Ranchera
unknown_gender,10+ albums,4,Reggae
unknown_gender,10+ albums,1,Religious
unknown_gender,10+ albums,116,Rock
unknown_gender,10+ albums,1,Rock Against Communism
unknown_gender,10+ albums,9,Sertanejo
unknown_gender,10+ albums,2,Shoegazing
unknown_gender,10+ albums,3,Ska
unknown_gender,10+ albums,2,Ska Punk
unknown_gender,10+ albums,1,Skate Punk
unknown_gender,10+ albums,1,Sludge Metal
unknown_gender,10+ albums,1,Smooth Jazz
unknown_gender,10+ albums,2,Soft Rock
unknown_gender,10+ albums,4,Soul
unknown_gender,10+ albums,1,Southern Hip Hop
unknown_gender,10+ albums,6,Southern Rock
unknown_gender,10+ albums,1,Space Rock
unknown_gender,10+ albums,1,Speed Metal
unknown_gender,10+ albums,1,Stoner Rock
unknown_gender,10+ albums,1,Surf Rock
unknown_gender,10+ albums,4,Symphonic Metal
unknown_gender,10+ albums,11,Synthpop
unknown_gender,10+ albums,16,Thrash Metal
unknown_gender,10+ albums,1,Trip Hop
unknown_gender,10+ albums,436,unknown_genre
unknown_gender,2 albums,1,Acid House
unknown_gender,2 albums,1,Acid Rock
unknown_gender,2 albums,8,Acoustic
unknown_gender,2 albums,2,Adult Alternative
unknown_gender,2 albums,1,Adult Contemporary
unknown_gender,2 albums,3,Aggrotech
unknown_gender,2 albums,6,Alternative Country
unknown_gender,2 albums,3,Alternative Dance
unknown_gender,2 albums,5,Alternative Hip Hop
unknown_gender,2 albums,32,Alternative Metal
unknown_gender,2 albums,183,Alternative Rock
unknown_gender,2 albums,11,Ambient
unknown_gender,2 albums,4,Anarcho-Punk
unknown_gender,2 albums,1,Art Pop
unknown_gender,2 albums,6,Art Rock
unknown_gender,2 albums,1,Australian Hip Hop
unknown_gender,2 albums,4,Avant-garde
unknown_gender,2 albums,3,Avant-garde Metal
unknown_gender,2 albums,2,Ax&#xE9;
unknown_gender,2 albums,1,Bachata
unknown_gender,2 albums,3,Baroque Pop
unknown_gender,2 albums,1,Beat
unknown_gender,2 albums,47,Black Metal
unknown_gender,2 albums,8,Bluegrass
unknown_gender,2 albums,11,Blues
unknown_gender,2 albums,13,Blues Rock
unknown_gender,2 albums,1,Bossa Nova
unknown_gender,2 albums,3,Brazilian Rock
unknown_gender,2 albums,1,Breakbeat
unknown_gender,2 albums,3,Britpop
unknown_gender,2 albums,1,Brutal Death Metal
unknown_gender,2 albums,2,Bubblegum Pop
unknown_gender,2 albums,2,Canterbury
unknown_gender,2 albums,2,Celtic
unknown_gender,2 albums,2,Celtic Rock
unknown_gender,2 albums,8,Chanson
unknown_gender,2 albums,7,Children&apos;s Music
unknown_gender,2 albums,2,Chiptune
unknown_gender,2 albums,1,Choral
unknown_gender,2 albums,15,Christian
unknown_gender,2 albums,1,Christian Hardcore
unknown_gender,2 albums,2,Christian Hip Hop
unknown_gender,2 albums,8,Christian Metal
unknown_gender,2 albums,2,Christian Punk
unknown_gender,2 albums,21,Christian Rock
unknown_gender,2 albums,1,Christian Ska
unknown_gender,2 albums,11,Christmas
unknown_gender,2 albums,1,Classic Pop
unknown_gender,2 albums,3,Classic Rock
unknown_gender,2 albums,3,Classical
unknown_gender,2 albums,8,Comedy
unknown_gender,2 albums,1,Comic Opera
unknown_gender,2 albums,9,Contemporary Christian
unknown_gender,2 albums,1,Contemporary Christian&#x200E;
unknown_gender,2 albums,1,Contemporary Folk
unknown_gender,2 albums,1,Contemporary R&amp;B
unknown_gender,2 albums,1,Cool Jazz
unknown_gender,2 albums,22,Country
unknown_gender,2 albums,5,Country Rock
unknown_gender,2 albums,2,Crack Rock Steady
unknown_gender,2 albums,2,Crossover Thrash
unknown_gender,2 albums,1,Crunkcore
unknown_gender,2 albums,3,Crust Punk
unknown_gender,2 albums,1,Cuarteto
unknown_gender,2 albums,1,Cumbia
unknown_gender,2 albums,13,Dance
unknown_gender,2 albums,6,Dance Punk
unknown_gender,2 albums,5,Dance-Pop
unknown_gender,2 albums,1,Dancehall
unknown_gender,2 albums,1,Dark Ambient
unknown_gender,2 albums,4,Dark Electro
unknown_gender,2 albums,2,Dark Metal
unknown_gender,2 albums,1,Dark Rock
unknown_gender,2 albums,10,Dark Wave
unknown_gender,2 albums,1,Dark Wave&#x200F;&#x200E;
unknown_gender,2 albums,1,Death &apos;n&apos; Roll
unknown_gender,2 albums,64,Death Metal
unknown_gender,2 albums,22,Deathcore
unknown_gender,2 albums,1,Deathrock
unknown_gender,2 albums,1,Deep House
unknown_gender,2 albums,9,Deutschrock
unknown_gender,2 albums,6,Disco
unknown_gender,2 albums,1,Doo-wop
unknown_gender,2 albums,31,Doom Metal
unknown_gender,2 albums,1,Downtempo
unknown_gender,2 albums,9,Dream Pop
unknown_gender,2 albums,3,Drum And Bass
unknown_gender,2 albums,1,Drumstep
unknown_gender,2 albums,2,Dub
unknown_gender,2 albums,19,EBM
unknown_gender,2 albums,1,EDM
unknown_gender,2 albums,3,East Coast Hip Hop
unknown_gender,2 albums,1,Easy Listening
unknown_gender,2 albums,7,Electro
unknown_gender,2 albums,1,Electro Swing
unknown_gender,2 albums,2,Electroclash
unknown_gender,2 albums,54,Electronic
unknown_gender,2 albums,11,Electronic Rock
unknown_gender,2 albums,23,Electronica
unknown_gender,2 albums,2,Electronicore
unknown_gender,2 albums,7,Electropop
unknown_gender,2 albums,1,Electropunk
unknown_gender,2 albums,21,Emo
unknown_gender,2 albums,10,Eurodance
unknown_gender,2 albums,1,Europop
unknown_gender,2 albums,12,Experimental
unknown_gender,2 albums,16,Experimental Rock
unknown_gender,2 albums,1,Extreme Metal
unknown_gender,2 albums,38,Folk
unknown_gender,2 albums,17,Folk Metal
unknown_gender,2 albums,1,Folk Punk
unknown_gender,2 albums,44,Folk Rock
unknown_gender,2 albums,1,Forr&#xF3;
unknown_gender,2 albums,2,Francophone
unknown_gender,2 albums,4,Freestyle
unknown_gender,2 albums,16,Funk
unknown_gender,2 albums,1,Funk Melody
unknown_gender,2 albums,1,Funk Metal
unknown_gender,2 albums,6,Funk Rock
unknown_gender,2 albums,7,Futurepop
unknown_gender,2 albums,2,Gangsta Rap
unknown_gender,2 albums,2,Garage Punk
unknown_gender,2 albums,17,Garage Rock
unknown_gender,2 albums,13,Glam Metal
unknown_gender,2 albums,4,Glam Rock
unknown_gender,2 albums,4,Goregrind
unknown_gender,2 albums,8,Gospel
unknown_gender,2 albums,10,Gothic
unknown_gender,2 albums,26,Gothic Metal
unknown_gender,2 albums,16,Gothic Rock
unknown_gender,2 albums,6,Grindcore
unknown_gender,2 albums,11,Groove Metal
unknown_gender,2 albums,6,Grunge
unknown_gender,2 albums,1,Grupero
unknown_gender,2 albums,1,Happy Hardcore
unknown_gender,2 albums,60,Hard Rock
unknown_gender,2 albums,3,Hardcore Hip Hop
unknown_gender,2 albums,53,Hardcore Punk
unknown_gender,2 albums,1,Hawaiian
unknown_gender,2 albums,101,Heavy Metal
unknown_gender,2 albums,98,Hip Hop
unknown_gender,2 albums,6,Horror Punk
unknown_gender,2 albums,1,Horrorcore
unknown_gender,2 albums,5,House
unknown_gender,2 albums,1,Humppa
unknown_gender,2 albums,1,IDM
unknown_gender,2 albums,27,Indie
unknown_gender,2 albums,20,Indie Folk
unknown_gender,2 albums,54,Indie Pop
unknown_gender,2 albums,206,Indie Rock
unknown_gender,2 albums,3,Indietronica
unknown_gender,2 albums,27,Industrial
unknown_gender,2 albums,10,Industrial Metal
unknown_gender,2 albums,18,Industrial Rock
unknown_gender,2 albums,2,Irish Folk
unknown_gender,2 albums,3,Italo Disco
unknown_gender,2 albums,9,J-Pop
unknown_gender,2 albums,3,J-Rock
unknown_gender,2 albums,2,Jangle Pop
unknown_gender,2 albums,11,Jazz
unknown_gender,2 albums,3,Jazz Fusion
unknown_gender,2 albums,1,Jazz-Funk
unknown_gender,2 albums,1,Jovem Guarda
unknown_gender,2 albums,2,K-Pop
unknown_gender,2 albums,3,Krautrock
unknown_gender,2 albums,8,Latin
unknown_gender,2 albums,6,Latin Pop
unknown_gender,2 albums,5,Latin Rock
unknown_gender,2 albums,5,Lo-Fi
unknown_gender,2 albums,6,MPB
unknown_gender,2 albums,3,Math Rock
unknown_gender,2 albums,5,Mathcore
unknown_gender,2 albums,4,Medieval
unknown_gender,2 albums,31,Melodic Death Metal
unknown_gender,2 albums,9,Melodic Hardcore
unknown_gender,2 albums,63,Metalcore
unknown_gender,2 albums,1,Midwest Rap
unknown_gender,2 albums,1,Minimal Techno
unknown_gender,2 albums,1,Mixed
unknown_gender,2 albums,1,Modern Classical
unknown_gender,2 albums,1,Modern Rock
unknown_gender,2 albums,2,Musical
